comment;label
kayak emg paham aja si ded dari awal dibalik ceria cathez;0
arek iki lucu lugu polos puol bahasa suroboyo ne medok banget;0
ending nyesek nsukses y cathez makin kuat tapi tetap rendah hati;0
dibalik sifat cathez ceria ada luka belum hilang ingatan nsemangat cathez;0
suka ni sam cewe cewe yang masih jaga kehormatan mantaps cathez;0
keliatan bngt nyimpen uneg uneg ngk bisa ungkapin sukses terus semangat;0
tugas ku menghibur kalian walaupun hatiku bersedih tapi selalu tampakan kecerian;0
mungkin jdohnya catez itu acai ataua andreasa liu silahkan kepokan ignya;0
nuhanda caroline kayaknya kurang dapet perhatian pemahaman dari orang tua juga;0
bang dedy undang k najwa shihab bang dedy pasti keren ni;0
logat e wes jan kuwetok nek arek jatim muwedok e pol;0
ni anak kurang ajar ek sambil nonton ok ded lgi sulap;0
org broken home pasti rasanya silau cahaya lampu kelilipan bulu mata;0
asalamualaikum wr wb nragunan jaksel hadir chanel dedy nsemoga sehat selalu;0
darisini kita tahu bahwa cathez emang polos beud sehat selalu cathez;0
belom tentu judge jika posisi cathez bisa menjadi lebih baik darinya;0
kayak cwe ngomong jorok waktu ome itu kan ndia konten keluar;0
chates sama kayas ma haruka disatukan kayanya dedy makin suka hahaha;0
ngomong sama cathez meledak otak sepertinya macam dedy menahan semua kebobrokan;0
ded keg format org lbh ok ded kyk tiap sabtu sblmnya;0
anak berbakat talenta dunia nseorang gamer konten kreator nmasih mudah berbakat;0
kebih cocok undang sama teh yuli ey si jon mah bosen;0
kyknya si jon gk bkln mw kecuali dia make topeng saitama;0
sosok ust felix ni sbg penyemangat smua kalangan masyalah tenkyu daniel;0
ma sha alah pk ustad keren kaya kisah nabi ibrhami as;0
semoga sehat selalu ustadz felix next ustadz ko denis bang daniel;0
ustadz felix shaw ustadz antonio syafi memang chinese hebat berpandangan luas;0
mantab kalau pembicaran orang orang pandai enak ikuti simak perbincanganya god;0
felix ustad dadakan bukan ustad sebenarnya atau panutan ceramahnya perlu dengerin;0
ada pesan trsirat kalimat trakhir ust felix siauw ke daniel nice;0
kok bisa daniel ngundang tokohnya hti organisasi terlarang indonesia gimana otak;0
semoga mas ustadz alah subkhanahu watala panjangkan umur mas ustadz barokah;0
dua banga merasa paling hebat akan berhadapan tuhan pernah kau sembah;0
luar biasa pencerahan gampang diterima akal ustaz felix smg sht slu;0
sesekali mungkin perlu nonton christian prince smkin cerdas soal pemahaman alquran;0
cerdas deras kata kluar ustadz al make things clear pokoke seger;0
penjelasan ustadz felix sulit untuk skip penyampayan ilmu yng mudah cerna;0
sehat sukses slu ufz bro dm nmaju trus bro tetap semangat;0
najwa kalah pamor sama cantiknya beda intlektualnya hebat mbak ayunda wakili negeri;0
p diponegoro monogami poligami dilarang kerajan islam tidak berlaku npemerintahan demokratis rakyat;0
baru namanya cerdas kampus ungulan ternama bukan sekedar kuliah luarnegri kampus abal;0
progam joko ui nsatu orang per tiap tiap kepala satu surga i;0
punx kalian dibikin simbol sech coba liat simbol melek politik duh beruntungx;0
enak kali liat dua perempuan nongkrong antusias curhat curhatan tapi gosipin orang;0
ngeliat jadi minder bgt tapi pengen tapi jauh bgt bahasa ingris jeblok;0
inshalah bakal balik kesini karena keterima salah satu kampus terbaik dunia harvard;0
apa cuma gue lama liat maudy kayak liat jenie blackpink kok mirip;0
kok maudy ayunda dilihat lihat mirip naumi scot apa ada yang sependapat;0
bener banget mbak najwa mau pengen ngapain sejak kecil itu emang keren;0
lha emang pinter e kebangeten e koe cukup ngurungoke wae sing anteng;0
termotivasi untuk seperti maudy ayunda dalam pendidikan smoga bs seberuntung kaya beliau;0
semua pertanyan jawab cerdas nyang seputar perasan lgs kaya nyaman gestur maudy;0
apa cuma nonton karena kak maudy ulangan ujian itu menyenangkan paling ditungu;0
momod suka ujian nharusnya km milih mod rasakan sensasi ujian hidup menghadang;0
dia kuliah tingal pilih mna dia suka kita mna aj penting lulus;0
such an interesting conversation nloking forward to seing more conversation like this;0
coba aja mereka semua jadi menteri indonesia bakal berubah menjadi lebih baik;0
gue sarjana kedokteran yang ada tahun terakhir gue program ko asisten jujur;0
alah artis ki ngene ki berprestasi menginsprasi memberi dampak positif top maudy;0
mungkin mereka berdua juga suka ingetin guru kalau hari ada pr wkwkwk;0
ayu kharizkia ningrum semoga bisa jadi orang tua yang baik juga doanya;0
waw orang pintar kalau ujian malah senang cocok mba najwa dn maudy;0
jadi iri sama mba najwa kak maudy bisa enjoy sama namanya ujian;0
wanita indonesia perlu dicontoh smart educated penuh sensasi sukses selalu maudy gbu;0
hm ok stanford no world rank university dibawah mit diatas harvard tidak;0
apa cuma yang percepat video berasa banget nontonya sangat memotivasi ka maudy;0
kedua wanita sukses menjadi public figure yang menginspirasi tidak hanya tentang kecantikanm;0
bagus bimo b semangat bagus yuk lah nyesel univ yang nolak kita;0
suka banget sama cara berbicara tata bahasanya maudy setiap menjawab bercerita berpendidikan;0
maudy pernah under estimate org lain keren banget down to earth orangnya;0
lawan bicara keliatan selevel dengan mbak nana besides pak ahok great talk;0
inilah contoh manusia yang memanfatkan keberuntunganya lahir dikeluarga kaya dengan sangat baik;0
gils ada ujian seneng baru kali ada sesorang yang suka ujian kerern;0
i p a namanya orang kaya lu pikir cari ketegangan gimana caranya;0
mereka beda tahun kan kok agnes bisa tahun agnes bohongin mungkin dulu;0
kira kira siapa sih si cowok yang penyanyi itu nplease bantu jawab;0
sat itu jaman msh sma kelas ntemen pernah terlibat figuran disinetron hologram;0
agnes artis baik fenomenal lihat kok tambah kelihatan tua operasi kak agnes;0
artis lokal tak dihargai negeri sendiri memilih meniti karir luar sngat disayangkan;0
ternyata wanita sehebat agnez mo bisa jealous khas banget cewek biasa wkwk;0
bosen dengernya sok kebaratan tingal indonesia lagian capek dengerin kisah cinta halu;0
trakhir kali liat mreka hitam putih jaman dlu baru liat sekarang suka;0
kak agnes makin cantik dari gue bocah suka bgt sama agnes mo;0
tahu agnes bisa english tapi ketika denger bahasanya campur halah enak didengernya;0
gua suka nonton podcast dedi tapi gua bingung dh ngomong bahasa ingris;0
kualitas videonya kok agak rada rada z beda sama video ded lain;0
sesunguhnya agnez itu cocoknya sama syahrul gunawan wkwkwkwk sori gw anak an;0
lundu samudion wah gw mikir itu justin timberlakenya indonesia pd zaman itu;0
tb tb brtanya penyanyi siapakah agnes broken heart sat dia muda itu;0
kok q penasaran penyanyi pernh deket agnes sih ada dia itu siapa;0
wkwkwkwk bang dedy mantanlu berapa bor nfix keren da otak kan parahmen;0
kita gatau kita cocok apa enga kalau blum dijalani ig namanya apa;0
kn urang jadi kepo man dy broken syp y sblm dedy in;0
sukses trus dedy sangat ngefens buanget anda smga shat selalu murahkan rejekinya;0
baru kali mas dedi bener dengerin cerita bintang tamunya kayak ngerasa nyaman;0
iya njir emg suara dia emg bagus power suaranya luar biasa wkwkwk;0
pinter sm pinter cocok nyangka ternyata mereka dlu se gemoy itu pacaranya;0
demi idolaku q da bolak balik tonton pokoknya agnezmo teruz bersinar love;0
keren semoga kalian berjodoh amin pastik jadi keluarga habis bat asik banget;0
begini lah dua orang hebat temu kangen obrolan ringan sgt ber bobot;0
wadaw gw mrka prnh pacaran zaman itu pasti blom ada lambe turah;0
kenapa kisah percintanya ci agnez lebih cepat trending dibanding kisah prestasi religi;0
kak agnes mas dedy artis ramah plus apa adanya suka lah pokoknya;0
agnezmo artis yang sok holywod akhirnya nyari duitnya balik banyakan indo wkwkwk;0
agnez mo and ded mirip wajahnya hapynes ceria powerfuly bawa energi positif;0
apa salah chanel face agnes mo kok sekilas mirip ayu ting ting;0
kyk gini enak liat mantan akrab biasa kan skr mantan jadi musuh;0
cie dedy matanya penuh penyesalan cie balikan napa cocok kok kmu berdua;0
bener aq suka ama mereka berdua tapi usah pakek bahasa ingris napa;0
masih ada ftonya jaman dlu foto bareng rumah makan dedy sama agnes;0
salah satu best singer in the world agnes monica keren karakternya beda;0
org hidupnya lama luar negeri open minded enak ngobrolnya wlu mantan juga;0
era agnes monica zamanya tomboi nera agnezmo sedikit feminim tapi enerjik dance;0
seorang agnez mo aja suka sama cowo yang masa lalunya belum selesai;0
the most popular artist in the younger age so great and awesome;0
selalu mantap pokoknya dedy jatim siap pantau nojok lali ojok lali dedy;0
sebenarnya tidak peduli dengan postingan tapi terimakasih telah membaca komentar dalam hati;0
artinya mama agnezmo is realy great sampe agnezmo bisa jadi international actres;0
tamu cabul ada master ada dosa ditangung yang konten ok deals master;0
kok kayaknya jari sama telapak tangan agnes lebih putih daripada kulit mukanya;0
nyesel napa waktu skolah dulu aq gk terlalu fokus bljar bhs ingris;0
durasi tolong dong tambahin dikit suka bnget liat kalian berdua sukses selalu;0
tapi percayalah orang yang selalu terlihat ceria pasti ada memendam rasa sedih;0
catle fet anu pernah dikasi tahu teman luar negeri namanya camel toe;0
the most twisted ending ever sen from close the dor keren banget;0
ded pasti apa rasain cathez tolong control ded cathez rindu sosok ayah;0
cathez yang awal suka live kan soalnya gw pernah dpt live goceng;0
menit an maksud si catiz itu pispot jaman dulu dari besi itu;0
mungkin dia nangis perna dpt nasehat tg masa depan dari papanya kali;0
keliatan hbs lewatin macem lika liku tu bocah sukses terus mah pokoknya;0
bner bocil ndan terakhir sangat terlihat seperti broken home padahal keluarga utuh;0
balik cerianya cathez gw baru liat dia sedih gini tetap semangat cathez;0
sejak kapan jawaban apa kabar jadi mantap wkwkwk lucu emang ketis wkwkw;0
gue ketawa ketiwi lucu awal endingnya nangis haru sukses selalu semuane amin;0
bang corbuzier kok rasis kali kau lihat judi online niri nbilang bos;0
orang yang mudah menguarkan air mata terdapat rezeki mengalir krena hatinya bersih;0
jiwa kebapakan ded emg keren cathez you wil become big person someday;0
anehnya kurang suka liat si cathez ni anak kayak kurang sopan ngomong;0
sejujurnya suka liat chatez lucu bgt dia seperti alim tpi tidak alim;0
masih asyik lihat vidio podcast lucu nonton ulang sehat selalu tuk semua;0
sepulang dari sini km pst sukses entah konten mu atau apapun itu;0
dibalik kecerian dia ada rasa kesepian yang sangat mendalam tetap semangat cathis;0
dibalik kecerian sering tertawa sebenarnya dia punya masalalu yang tidak baik saja;0
mantap ded nsehat selalu nkalo boleh nh podcast live on seru aja;0
cok nguakak nchung kuo ren sshui emang ad lawan mau tonjok lah;0
konten pernah nge bosenin selalu menghibur ketawa terus sehat sehat selalu semuanya;0
biasanya terlahir anak broken home karena ortunya juga berasal dari nasib sama;0
tumben galak banget dedi tapi mantap pertanyanya kadang menohok juga ok sip;0
ded berasa tua sih koyok ngludruk nsaingan ambek cak kartolo ki ded;0
dedy undang stremer mobile legend pingir jurang marsha luminaer xin lj doyok;0
semngat mudhan jdi diri sendiri yakin pasti sukses jdi orng berguna nqntinyq;0
pemikiranmu kok mirip sm anaku km lg galau boleh chat kok nangis;0
semangat cathez semoga sukses sehat selalu be who you want to be;0
ded undang sosok balik tolak gereja cilegon dong karena sgt beres skali;0
masyaloh tabarokaloh semoga ustad isyiqomah sehat selalu mad danil mendapat hidayah amin;0
suces mas daniel dengan chanelnya semoga selalu ada ilmu terbaik untuk pendengar;0
indonesia butuh orang seperti beliau sehat wal afiat ustad felix kak daniel;0
bener nak keren bahasanya dalam berdakwah dia menyampaikan keindahan dalam al quran;0
daniel itu contoh orang beragama baik nbeda denganmu punya mindset islam phobia;0
paling toplah obrolanya semua video chanel nditungu diskusi serunya bareng ust felix;0
obrolan akan menjadi luar biasa ketika kedua orang tersebut sma sma ngerti;0
wah hebat banyak ilmu yang timba dari diskusi terima kasih kedua ustaz;0
ustadz felik sangat suka dengan cara dia ngobrol sangat pintar semoga bermanfa;0
masya alah ustz semoga alah tetap melindungi mu dalam jalan kebaikan kebenaran;0
thank ustadz felix sehat selalu agar tetap bisa memberikan ceramah terbaik amin;0
aloh sehatkan para ulama ustad panjangkan umur meteka lindungi mereka aloh amin;0
muslim yang notabene dari lahir nyaman banget denger penjelasan dari ust felix;0
nluar biasa cerdasnya ustaz felix yang mampu menemukan masa depanya yang abadi;0
sangahan jawaban meluruskan secara tidak langsung atas pernyatan seseorang terimakasih ustadz felix;0
menurut penulis profesor ekonomi michel chosudovsky yang menulis artikel laman global research;0
zaman now nsemakin banyak nmini market nspbu mini nrok mini nstasiun tv mini;0
gausah ditanya masalah bahasa ingrisnya lo komen kayak iri kesanya sok sokan pengen;0
semoga anak cucuku sebaik najwa maudy lebih utamanya agama rasa lebih utama amin;0
bnyk merasa insecure mrk berusaha pribadi lbh baik tapi society menerapkan rules berbeda;0
malah fokus mbok disediain air minum secara ma berkali kek seret nelen ludah;0
gw betapa hebatnya nanti anak mereka berdua nsukses terus untuk kak nana maudy;0
kok gue ngebayangin misalkan maudy ayunda ngobrol interview sama lucinta luna selama jam;0
hey kalok cantik jangan diborong kepintaranya juga donk nkan jadi jantungan para lelaki;0
kalau ujian mah malah seneng ndamn it semua kromosom dna pun mulai bentrok;0
banyak ngeluhnya daripada belajarnya dikira maudy belajarnya hanya bidang ia suka aja apa;0
iya baik calon ibuk bapak mau punya anak kek maudy kan harus gimana;0
iyap bener bgt punya mimpi itu jangan nangung pengen capai adalah menteri kesehatan;0
yakin sih maudy harvard bisa jadi mentri pendidikan standford bisa jadi pengusaha sukses;0
super banget sih k maudy great job kak be your best with that;0
padahal ne itu penting lho norang tua itu kan sekolah pertamanya anak njadi;0
lihat maudy ngomongin cowoknya jadi senyum dalem hati kapan dapet yang kyk ngini;0
sama sama pinter kaya apakah adalah bagian mungkin aneh engak kok aneh wkwkwkw;0
apa kabar si politisi muda psi tsamara amany kapan lulus semoga cpt lulus;0
univ top kyk mit harvard stanford princeton biasanya punya ned blind financial aid;0
i fel you tiap liat maudy ayunda berasa jadi manusia kok guna amat;0
hampir setengah jam kerasa wkwkwk teamnoskip nsukses terus kak maudy ayunda mbak najwa;0
dia jaman sd liat poster harvard gw jaman sd malah liat poster hogwarts;0
maudy ayunda paket lengkap nprestasinya patut dicontoh nartis bertabur prestasi bukan sensasi npanutan;0
ais yuliana jadi yesuh pantes itu tasya wkwk nbagus motivation leter ke stanford;0
enak nontonin dua orang memiliki karakter kepintaran yang setipe senyum sndiri nontonin mereka;0
membaca maudy ayunda itu seperti membaca diri sendiri nternyata banyak kesaman dari beliau;0
maudy ayunda dilema pilih harvad atau stanford naku dilema pilih jokowi atau prabowo;0
enak denger bincangan artis profesional beda bgt sama artis tiap hari nongol tv;0
misalnya dedy corbuzier nikahin agnes monica kira agnes mau soalnya kayaknya cocok banget;0
agnes ngomongnya enak banget asik banget semua org nyaman seneng betah ngobrol ama;0
tapi kan emang selisih taon npenasaran banget sama si cowok penyanyi itu siapa;0
gw suka banget sama cara berpikiri agnes mo she realy a smart girl;0
walaw tak punya idola artis tapi kepal dedi kok bisa mengkilap diapain sih;0
syg ngk jodoh padahal serasi bnget ia klu dia istri pasti aman bahagia;0
mnurut gw sih cma kaya show contohnya pacaran sehat tu kaya kita dlu;0
cie cie cie bang dedy ktemu mantan kliatan masih cocok bgt bang serasi;0
gue gk pinter b ingris tapi ketika agnes ngomong ingris kok gue ngerti;0
mantap emang hidup butuh perjuangan nyakin coban hidup adalah sayangnya alah ke kita;0
mba agnez monica makin kesini makin dewasa semakin kuat aura kebintanganya mantap juara;0
bagi memberikan suport dukungan maka doakan semoga dimudahkan rezkinya dijauhkan dari marabahaya amin;0
jadinpenasaran emg dlu agnes suka sma penyanyi siapa yak ada yak kasih donk;0
ih kebayang cerita mereka dijadikan film npasti bakal jadi film yang luar biasa;0
tergantung alasan pisahnya yang hubungan setelah putus bisa dibilang baik in my opinion;0
back to st love is nice story love bersatu ketika keduanya berada puncak;0
cerdas sopan pintar aduh agenz mo dari jaman sd smpai skrang suka sama;0
agnes tidak suka pamer anda percaya nlihat aja tanganya ntidak ada jam tangan;0
dari dulu sampe skarang masih suka bgt sama agnes mo nsukses terus y;0
bukan gk suka sama orang gk suka ngomng separuh indonesia separuh ingris nhem;0
harusnya tranding urusan rumah tanga org bahas melulu untungnya apa coba dasar indonesia;0
begitu liat thumbnail langsung auto nyimak nsemoga baca diberikan kesehatan dijaihkan dari bencana;0
jadi mualaf hnya untk menaikan rating chanel youtub prnah mlakukan kgiatan ke agaman;0
wow terakhir kok bisa nyes gtu nhebat hebat ndri awal ceria riang final;0
yng gua suka sama dedy komukasi bisa menyeimbang siapa dia ngobrol nsalute dedy;0
bingung kan lu serius beneran ada hlo org kayak gini jaman lugu gini;0
balik muka ceria ada hat ygi luka kurang kasih perhatian kasih sayang ortumu;0
capek ngobrol sama bocil hahaha gw suka lihat lu emosi haha kesal jelas;0
cathez kaya kurang kasih sayang pasti punya masa kelam kurang mengenakan masa lalu;0
dia rindu sosok orang tua dibuktikan ketika ded menasehati sampai keluar air matanya;0
sakit pala gw denger cethes ngomong napa itu spok subjek predikat objek keterangan;0
sikap dia lucu idaman cowo banget ngebosenin ko dia malah prik prik wkwk;0
kaya ada masalah keluarga coba dedy bawa ke psikiater atau ke dokter deh;0
kadang seseorang banyak bicara terlihat ceria bngt itu justru paling banyak menyembunyikan luka;0
mungkin kesimpulan kenapa dia jaga jarak laki laki trauma masa lalu ceria getir;0
boleh nanya kenapa celananya nga diresleting hahaha inilah hebatnya dedy fulgar tapi menyegarkan;0
engak sengaja baca komentar gua semoga kalian sehat selalu amin lancarkan resekinya amin;0
sisi lain dari seorang cathez sisi kebapakan rigen dari seorang dedy corbuzier nkeren;0
salut umur thn bs ngejalanin hidup baik kyk umur thn kyk kmrn deh;0
just for your information cetakan vagina yang ngecap itu namanya itu camel toe;0
bang lebih baik abang ngundang putra aji andhari beliau paham tentang hacker bjorka;0
anak broken home itu adalah anak yang paling ceria menghibur depan orang orang;0
caties itu ceria oncam ntapi aslinya dia merindukan kasih sayang ortunya ntolong arahkan;0
punya cita beol f baskom lalu remaja suka liat kemocing ha ha ha;0
coba undang mas sabrang vokalis leto sama sama intelek pasti obrolanya daging semua;0
sehebat hebatnya dedy sampai sekarang dia belum berhasil mengundang voice over daftar populer;0
bang kae anak jalanan rata anak maling mending ngurus suport anak broken home;0
kok lihat ded kayak kasian ma si anak agak miris kasian ma dek;0
sangat briliant mempunyai konsep beragama yang mantap untuk menuju ke marifatulah bagi keduanya;0
gua nonton videonya awal sampai akhir suka baca bukunya ustadz felix for today;0
orang dua pinter banget semoga daniel mananta secepatnya mendapat hidayah amin robal alamin;0
sehat trus y p ust felix suxses selalu tuk konten nx m daniel;0
semoga ustad felix sekeluarga selalu sehat dalam lindungan alah swt amin yarobal alamin;0
bang daniel keren habis luar biasa bang daniel sangat bernfat bagiku yang ragu;0
gk terasa hampir jam dengerin nsalah satu podacast trbaik prnah dngar seumur hidup;0
keberagaman adalah takdir yang menjadi sarana untuk lebih mendekatkan diri kepada alah swt;0
apa yang selalu nabi muhamad saw sabdakan selalu membawa keberkahan kehebatan walaupun hadis;0
jujur bukan tipe anak muda yang suka politik melihat segala yutube tentang pembahasan politik;0
salah satu mimpi terbesar adalah untuk sukses bisa diundang talkshow mba nana dedy amin;0
banga banget indonesia banyak mempunyai sosok teladan wanita hebat spt maudy ayunda kak najwa;0
benar benar pilihan yang sangat sulit karena ke kampus tsb adalah kampus terbaik dunia;0
i almost choke on my cimory milk hahahaha i relate so much to you;0
sahabatku samak gblok bhs ingris mari kita saling merangkul online dengan cara like komen;0
anisa lintang banget yang cewek yang harus ngebantuin cowok cowok mah cuma ngakak ngeliatnya;0
ujian malah senang girl what jangan kakak kita orang su jenuh ujian hidup kakak;0
cocok menikah sama belvara adamas lulusan harvard berkecimpung dunia pendidikan calon unicorn ruang guru;0
disini yang nonton juga ikutan seru mbak nana maudy orangnya asik waw bgt pokoknya;0
it sounds weird tapi luar biasa memotivasi untuk suka belajar dengan cara rasa berbeda;0
disat maudy bingung kuliah harvard atau stanford mlh bingung besok masak tempe atau tahu;0
setelah nonton video bertekad akan senang jika ada ujian senang karena bisa pulang pagi;0
mewakili anak anak indonesia yang bio facebok ada yang ngaku pernah belajar harvard university;0
kalau riya prestasi gua suka jadinya termotivasi kalau riya harta malah enek pengen muntah;0
graha arga kafafa juga senang soalnya kalau ujian bisa melihat kesusahan orang lain wkwk;0
kalau ujian pulangnya lebih cepat nkalau lu bego bisa selesai jawab duluan hiya hiya;0
bisa gue tebak maudy pasti dukung pak jokowi org cerdas mah dukung pak jokowi;0
ambil harvard pendidikan aja trus menteri pendidikan si nihongo mantapu geleng ketikung cita gw;0
dari dulu aja susah fokus disuruh nyokap kewarung beli lada tapi yang dibeli ketumbar;0
ketika dua sosok wanita yang menginspirasi banyak orang bisa duduk bareng ngobrol banyak hal;0
anda salah pilih cewe smart asik bahas apa aja baik like this episode la;0
mnurut mereka berdua lucu gw sendri paham apanya lucu bhsa indonesia baik dn benar;0
bang dedy anak yang dulu bang dedy yang suka menipu anak kecil itu kan;0
btw tangan a agnez mo bagus bngt ih keliatan bngt orng sukak nge gym;0
ayo dukung ded cici agnes balikan ayo dunk kalian cocok msh ada chemistry lho;0
haleluya puji tuhan untung jadi bs ikut rusak iman agnes mo kpd jesus kristus;0
sok kbarat baratan bhs ingris byk orang bs bhs ingris lama tingal ingris pamer;0
amazing suka banget liatnya ketemu mantan tapi bisa ngobrol seasik luar biasa banget idola;0
lina lina iya bu nyesel banget untung bahasa ingris tarzan mah masih bisa dikit;0
karena agnes seorang vokalis a i e o bagus sehinga jernih telinga kita dengar;0
trus siapa itu penyanyi cowo dulu agnez mo broken hebat bisa agnez broken ckckck;0
idola ku agnes she is always young love banget balikan aja dedy cocok kalian;0
dua idola q bukan dari kesuksesan atau seberapa terkenal mereka dari cara berfikir mereka;0
wajahnya agnes agak berbeda dari biasa dulu kan bulat tirus nudah itu bibir keren;0
enak nonton ketewa lepas mereka berdua dalam bernostalgia pacarn dulu hehehe memory dulu nmantap;0
salah fokus sama kaos agnez mo hehehe ok agnez mo km memang limited edition;0
idolaku hihi cocok jadi momy azka perempuan berkualitas untuk laki berkualitas suport sampe halal;0
asik banget dengerin nostalgia kak agnes dedy semoga hubungan kalian selalu baik terus kakak;0
kak agnez cowok nyakitin kak agnez penyanyi cowok itu siapa si please kasih dong;0
apakah mereka berdua suka tukeran sim card atau bahkan tukeran hpnya wkwkwk pada jamanya;0
kok udahan si podcastnya cpt bgt lanjotin lg donk please candu kalian b ngobrolnya;0
video yang paling gw suka sejauh teringat bolos kuliah hanya untuk nonton tralala trilili;0
untung my quen jadi sama si botak setuju banget my quen sama dia sepadan;0
agnes tipikal orang yang enak banget diajak ngobrol the way she shared about everything;0
agnez kok mau ma dedy dulu nful make up kyk nkalo sekarang dedy ok;0
chates kurang bimbingan ortu si makanya mas dedi nasehatin kaya kena mental chates sedih;0
dia masih paud jaman dedy masih pke eyeshadow nitung aja umurnya masih belasan tahun;0
beda banget kata jaman sekarang dengan kata jaman an sat ngobrol dengan lebih dewasa;0
luar biasa mater baik banget sehat selalu master dedy master rol model sampai sat;0
sumpah liat video lucu abis kocak asli sampe skt perut w nsehat selalu ded;0
kasihan dia balik kecerian pst dia pnya masalah dia simpan bimbing dia aja ded;0
banga sm dedy menghargai perasanya tahu si ade cantik apa dirasakan selamanya merasakan sesuatu;0
kerana perbualanya tulus langsung gua subscribe chanel cathez moga sukses dalam perjalananya mau mandiri;0
ded ati kena stroke gr ngobrol ama cathez nonton pembuluh darah mw pecah wkwkwkwkwkwkwk;0
ngakak gw wkwk sm seh kek mantan gw cindo dulu klok menurut gw kuper;0
kuliah penting punya cita pengen sukses nkayaknya besar besok jadi simpanan angota dewan deh;0
yang suka dari ded selalu bisa menghargai bintang tamu cara ngimbangin obrolan membagongkan hehehe;0
india pakistan mah org grub wa aja dia berani kirim itu kok apalagi ometv;0
tryta balik kasar ngmg dia py sejarah menyedihkan mungkin plampiasan smg orang sukses deh;0
again work laugh laughter kek madman because se ketis talk about it gajelas owkokwokowkowkowko;0
adab dn logat bicaranya jowo banget ada logat cinianya in ank keren bsa pergaulan;0
justru dia merindukan sosok ayah awal podcash dia blg clenga clenge justru larna ayahnya;0
leon setuju gw salah satu cindo kurang beruntung tapi gw berjuang untuk lebih baik;0
bener wei kadang dia stream suka ada masalah keluarga tapi keknya bnyak gk notice;0
awal awal dia mulai nimo tv suka ada mau bahas masalah keluarganya selalu blok;0
jhon ngak bakalan mau lah dia selalu memprivasikan wajahnya kalopun dateng pasti topeng saytama;0
tak salah rasanya salut pada beliau sehat selalu pak felixsiaw orang islam sebelumnya pun;0
mas daniel salah satu presenter yang suka dari dulu waktu mtv masih vj daniel;0
saja baru menengar ust felixyg masih muda blm bs sampe segitu alah gasih terbaik;0
ada kata blm selesai itu bu non muslim baik haram disentuh bu harus dijaga;0
alhamdulilah seneng bgt denger ilmu pengalaman ustadz felix koh daniel semoga istiqomah koh daniel;0
masyalah tabarakalah untuk ustadz felix mas daniel nalhamdulilah puji syukur ilmunya sangat luar biasa;0
thanks koh daniel dibikin ful seri kalian berdua adalah tokoh toleransi keberagaman tanah air;0
uatad felix logika bagus tapi literasi kurang jadi suka asal ngomong tanpa dalil jelas;0
dokter ketiga anaknya tidak ada kuliah tingi sukses bisnis ukuran sukses itu semata akademis aja;0
keren kuliah harvard jangan lupa mampir chanel mbk maudy sekalian belajar ngaji quran he he;0
hoaks apanya emang iya kok dia lanjut ke harvard emang uph trus lanjut ke harvard;0
menginspirasi sangat menginspirasi ntapi besok pasti masih bermalasan njiwa pemalas sudah tidak bisa beri inspirasi;0
gw bingung konten video sangat bagus inspiratif kaya gini speakers keren juga masih ada dislike;0
yang ada jaman now lebih suka membaca komen netijen kocak dn penuh konspirasi wkwk caelah;0
azrina sabila wah sesama scholarship hunter smangat juga mba azrina semoga segala halnya lancar kita;0
momen yang paling ditungu dari dulu nungu maudy jadi tamu catatan najwa mantap jiwa lah;0
maudy ayunda paling seneng ada ujian nkayanya cocok banget sama yang banyak banget ujian hidupnya;0
buble tea bapak suhan kocak suhan milih piramida tengah soalnya tempat itu paling bagus katanya;0
wah bapak bawa buku ekspresi bahagia itu bagi keren banget nwaktu kecil nga ada tv;0
setuju banget sih soalnya dia lebih mementingkan kepentingan banyak orang ketulusanya itu menurutku luar biasa;0
maudy ayunda nikah sama gue terus kita berantem jadi berasa kaya mahasiswa baru ceramahin rektor;0
semoga orang pintar seperti maudy masih perawan agar kelak jadi suaminya lah satunya beruntung amin;0
tangkep culture family bagus akan menghasilkan anak bagus ibu cerdas akan menghasilkan anak cerdas juga;0
maudy ayunda british acentnya enak bgt ndari jawabanya maudy mimpi itu intinya fokus contoh ngasalnya;0
luar biasa kisah cinta pertama seorang diva masa remaja yang terhormat berkat dukungan orang tua;0
apa lah rasanya punya mantan skrng jadi artis go international nsuka banget sama angnes mo;0
baru bener bener mantan terindah model pacaran jaman dulu beda dengan model pacaran jaman kekinian;0
apa cmn yang baru nonton podcast ngerasa nyaman aja dengerin mereka mengingat kembali kenangan mereka;0
baru agnes dedy punya cerita love gokil ala anak muda cemburuan ala anak muda remaja;0
gue tahun dri jaman smp gue favorit in agnez smpe skrng tak lekang oleh waktu;0
agnes lebih fasih bahasa indonesianya dibanding cinta laura suka dua sl baik hati rendah hati;0
mending lihat konten dedi suka dripada lihat konten gk karuan konten dedi sangat suka dedi;0
ntah kenapa gw suka sma ni org nsemenjak dia ngaku dia bukan org indo nsumpah;0
jaman dulu pacaran ngecek bukan foto atau video tapi ngecek sms pacar merasakan juga nez;0
agnes mo pacaran sama ded luar biasa kenangan indah pasti masih kuat ingatan senyum sendiri;0
ikut ngakak denger percakapan dedy dn agnes mo nenak bnget dgr mrk ngobrol nsuxses always;0
bosan ntonya sprt clbk mengenang masalalu sudah puluhan tahun masih melekat kyknya tidak gampang dilupakan;0
sisi asik agnes mo yang tidak banyak publik jebul asik pinter lan humbel kerenz abies;0
